country_yq,country,year_quarter,year_quarter_aux,reer_index,exports_all,exports_imports,ca_gdp,debt_reserves,portfolio_pib,real_gdp_yoy,cpi_index,fiscal_gdp,creditgdp,lending_deposit,msci_index,fed_funds,vix,id,bo,br,cl,co,mx,py,pe,uy
BR1999Q3,BR,1999-Q3,1/7/1999,-0.352196111,-0.015439305,0.852054734,-0.04445645,1.100690383,0.00158385,-0.006162331,0.053554654,0.020683333,0.317663379,5.042456788,0.064433246,0.050933333,-0.045062804,3,0,1,0,0,0,0,0,0
BR1999Q4,BR,1999-Q4,1/10/1999,-0.328209794,0.115191617,0.87640731,-0.043158135,1.25983138,0.032864831,0.021676307,0.080303561,0.0213,0.292049915,4.787910923,0.052649486,0.053066667,-0.028812759,3,0,1,0,0,0,0,0,0
BR2000Q1,BR,2000-Q1,1/1/2000,-0.227874186,0.059889635,0.91975692,-0.039639996,1.158214802,0.02068048,0.044007049,0.075780954,0.021741667,0.309012913,3.997467438,0.171463047,0.056766667,0.02148309,3,0,1,0,0,0,0,0,0
BR2000Q2,BR,2000-Q2,1/4/2000,-0.187435295,0.005443019,0.891561188,-0.039011835,1.898082578,0.007673502,0.039784082,0.063752,0.023075,0.298982488,3.782825485,-0.128554071,0.062733333,0.073821427,3,0,1,0,0,0,0,0,0
BR2000Q3,BR,2000-Q3,1/7/2000,-0.131579374,0.059915898,0.888416987,-0.036848074,1.633474566,0.022025812,0.045645891,0.072896183,0.019108333,0.307726573,4.37139324,-0.052532162,0.0652,-0.262533046,3,0,1,0,0,0,0,0,0
BR2000Q4,BR,2000-Q4,1/10/2000,-0.126240533,-0.056511937,0.824083809,-0.037861969,1.570728987,0.002040311,0.045975118,0.060168537,0.017641667,0.308758535,4.381709331,-0.18733804,0.064733333,0.305440483,3,0,1,0,0,0,0,0,0
BR2001Q1,BR,2001-Q1,1/1/2001,-0.126857522,0.143612366,0.879524391,-0.042019819,1.500435139,0.018001679,0.034750903,0.060263624,0.015975,0.317544486,4.553205552,-0.003438823,0.055933333,-0.01121765,3,0,1,0,0,0,0,0,0
BR2001Q2,BR,2001-Q2,1/4/2001,-0.202288105,-0.065081373,0.867143876,-0.042976992,1.18004609,-0.005597998,0.023260554,0.067637469,0.019008333,0.304428536,4.222970373,-0.080714401,0.043266667,-0.072645531,3,0,1,0,0,0,0,0,0
BR2001Q3,BR,2001-Q3,1/7/2001,-0.2513819,-0.038903274,0.938623563,-0.04530751,1.085471267,0.016655997,0.004611957,0.06424904,0.017816667,0.313391959,4.139969935,-0.102171598,0.034966667,0.059100641,3,0,1,0,0,0,0,0,0
BR2001Q4,BR,2001-Q4,1/10/2001,-0.268455381,-0.008220304,0.992604726,-0.042125449,1.127490776,-0.02538747,-0.005318018,0.072246662,0.017008333,0.297634024,4.574158485,-0.023174106,0.021333333,0.095010229,3,0,1,0,0,0,0,0,0
BR2002Q1,BR,2002-Q1,1/1/2002,-0.084105682,-0.000403628,1.009761721,-0.036810613,1.03462406,0.017925699,0.004769191,0.073502755,0.019458333,0.288095444,4.600931907,0.157235191,0.017333333,-0.26742602,3,0,1,0,0,0,0,0,0
BR2002Q2,BR,2002-Q2,1/4/2002,-0.130247418,-0.076428603,0.94586277,-0.033671981,0.864779753,-0.009702606,0.022982025,0.075149172,0.016716667,0.289686627,4.532665545,0.041410137,0.0175,0.013128825,3,0,1,0,0,0,0,0,0
BR2002Q3,BR,2002-Q3,1/7/2002,-0.282039842,0.299472666,1.207628464,-0.024935403,0.845236532,-0.030909635,0.04174709,0.073577345,0.018766667,0.305094409,4.582534813,-0.151497379,0.0174,0.482613657,3,0,1,0,0,0,0,0,0
BR2002Q4,BR,2002-Q4,1/10/2002,-0.323002396,-0.014341387,1.293139574,-0.015552655,0.803240822,-0.02176287,0.051726282,0.101159235,0.02205,0.295141828,4.168339576,-0.041726647,0.014433333,-0.132168916,3,0,1,0,0,0,0,0,0
BR2003Q1,BR,2003-Q1,1/1/2003,-0.259628205,0.030980358,1.231901426,-0.009515639,0.764852859,0.009175374,0.026670284,0.145245953,0.023008333,0.279016382,4.030130062,8.93091E-05,0.0125,-0.023181398,3,0,1,0,0,0,0,0,0
BR2003Q2,BR,2003-Q2,1/4/2003,-0.120075235,0.007905905,1.269908332,0.001939433,0.772544579,0.020747118,0.007812424,0.155791587,0.025216667,0.281594928,4.021800492,0.066605057,0.012466667,-0.332444906,3,0,1,0,0,0,0,0,0
BR2003Q3,BR,2003-Q3,1/7/2003,-0.091954979,0.046349271,1.32933907,0.006334914,0.715334464,-0.002328483,0.006261807,0.141631626,0.024583333,0.267584654,4.113154833,0.169498619,0.010166667,-0.108357373,3,0,1,0,0,0,0,0,0
BR2003Q4,BR,2003-Q4,1/10/2003,-0.09801943,0.107349938,1.346713164,0.006676244,0.825257089,0.009531496,0.005887119,0.107905598,0.023366667,0.271947002,4.581670812,0.130431505,0.009966667,-0.103117429,3,0,1,0,0,0,0,0,0
BR2004Q1,BR,2004-Q1,1/1/2004,-0.110535995,0.095296591,1.356061831,0.00872103,0.770234058,0.015363136,0.038780824,0.065345952,0.024091667,0.269024999,5.197884968,0.125717101,0.010033333,-0.045137032,3,0,1,0,0,0,0,0,0
BR2004Q2,BR,2004-Q2,1/4/2004,-0.106340609,0.038603154,1.335657731,0.012214655,0.747328136,-0.035375896,0.063082566,0.053451182,0.024633333,0.273936864,4.876893621,-0.057413643,0.0101,-0.026023135,3,0,1,0,0,0,0,0,0
BR2004Q3,BR,2004-Q3,1/7/2004,-0.032016733,0.065209348,1.379787195,0.014976275,0.833114391,-0.00302457,0.065588065,0.06671327,0.024841667,0.287613922,4.746761099,-0.015868714,0.014333333,-0.049768107,3,0,1,0,0,0,0,0,0
BR2004Q4,BR,2004-Q4,1/10/2004,-0.039609265,0.058301303,1.333703403,0.016927272,0.928124605,-0.001807196,0.062093693,0.069848532,0.0276,0.279454669,4.306802347,0.133423959,0.0195,-0.123272119,3,0,1,0,0,0,0,0,0
BR2005Q1,BR,2005-Q1,1/1/2005,-0.029337658,0.073881295,1.37489398,0.017556354,0.866362887,0.029949934,0.041843214,0.071793696,0.026333333,0.296511366,4.038698352,0.102091504,0.0247,-0.065398217,3,0,1,0,0,0,0,0,0
BR2005Q2,BR,2005-Q2,1/4/2005,0.028635809,0.010870432,1.312846668,0.015942726,1.111859928,-0.001406996,0.04474972,0.075055929,0.027725,0.299267039,3.870512576,-0.004870435,0.029433333,0.047369722,3,0,1,0,0,0,0,0,0
BR2005Q3,BR,2005-Q3,1/7/2005,0.059898448,0.074706133,1.38069897,0.015082384,0.952644017,0.001278481,0.021149728,0.060200435,0.027716667,0.310873918,3.842391309,0.107140755,0.0346,-0.090212887,3,0,1,0,0,0,0,0,0
BR2005Q4,BR,2005-Q4,1/10/2005,0.083278151,0.03896044,1.379247574,0.015085251,0.85549561,0.00324544,0.021505514,0.059096585,0.0264,0.305835848,4.001954072,0.071327637,0.0398,0.042428351,3,0,1,0,0,0,0,0,0
BR2006Q1,BR,2006-Q1,1/1/2006,0.069291883,0.065966287,1.32440061,0.012934343,0.801643761,0.023747901,0.042790967,0.053637433,0.023008333,0.328976375,4.341449064,0.155234137,0.044566667,-0.059582699,3,0,1,0,0,0,0,0,0
BR2006Q2,BR,2006-Q2,1/4/2006,0.017800198,-0.079698821,1.213840066,0.010859701,0.642531741,-0.029703936,0.022832974,0.04206267,0.024,0.330790064,4.381724772,0.020202419,0.049066667,0.187692717,3,0,1,0,0,0,0,0,0
BR2006Q3,BR,2006-Q3,1/7/2006,-0.019217718,0.18785597,1.330910723,0.012036214,0.565477159,0.012216411,0.04492788,0.037634023,0.02245,0.340399905,4.362778974,-0.027720229,0.052466667,-0.06547489,3,0,1,0,0,0,0,0,0
BR2006Q4,BR,2006-Q4,1/10/2006,-0.04704628,0.002563326,1.313152351,0.01176194,0.541698772,0.024989637,0.047952122,0.030929919,0.022183333,0.330950773,4.862952537,0.103190329,0.052466667,-0.209588342,3,0,1,0,0,0,0,0,0
BR2007Q1,BR,2007-Q1,1/1/2007,-0.058089498,0.061656548,1.213993068,0.010064372,0.427912956,0.02917919,0.051946908,0.029439973,0.023966667,0.348119069,4.778491042,0.07063538,0.052566667,0.129739419,3,0,1,0,0,0,0,0,0
BR2007Q2,BR,2007-Q2,1/4/2007,-0.038043385,-0.022247202,1.178731225,0.010240057,0.35861749,0.044362433,0.065372571,0.032372378,0.02215,0.349323143,4.830395387,0.100797714,0.0525,0.088917674,3,0,1,0,0,0,0,0,0
BR2007Q3,BR,2007-Q3,1/7/2007,-0.050022499,0.060780063,1.138996715,0.004585919,0.354459544,0.033278728,0.058702518,0.039431275,0.0211,0.3844467,4.944155716,0.088565499,0.050733333,0.452471544,3,0,1,0,0,0,0,0,0
BR2007Q4,BR,2007-Q4,1/10/2007,-0.033209397,0.094037988,1.128877132,0.000290938,0.341158236,0.03132343,0.066397349,0.041660288,0.022391667,0.3860301,4.726972395,0.13569273,0.044966667,0.020204584,3,0,1,0,0,0,0,0,0
BR2008Q1,BR,2008-Q1,1/1/2008,-0.037159835,0.018965351,1.019394492,-0.007103582,0.327999539,0.016088354,0.061574041,0.045304638,0.026275,0.410147767,5.104614327,-0.102482852,0.031766667,0.170309512,3,0,1,0,0,0,0,0,0
BR2008Q2,BR,2008-Q2,1/4/2008,-0.024076182,0.122730229,1.019273053,-0.011961373,0.374228793,0.015406668,0.063361237,0.054112762,0.026016667,0.401702189,4.553180937,0.033920258,0.020866667,-0.233880591,3,0,1,0,0,0,0,0,0
BR2008Q3,BR,2008-Q3,1/7/2008,-0.034029791,0.109414803,1.036270938,-0.015542935,0.325593312,0.009525742,0.069808113,0.06072792,0.028925,0.434572898,4.343548986,-0.205998598,0.0194,0.192975798,3,0,1,0,0,0,0,0,0
BR2008Q4,BR,2008-Q4,1/10/2008,-0.219506315,-0.147668144,1.041557873,-0.017814449,0.274486635,-0.051089077,0.010283981,0.060460657,0.023558333,0.46417927,4.629493693,-0.52909797,0.005066667,0.848862581,3,0,1,0,0,0,0,0,0
BR2009Q1,BR,2009-Q1,1/1/2009,-0.202801029,-0.222586191,1.038437992,-0.015394221,0.318314499,-0.008349487,-0.024260532,0.056216128,0.016183333,0.474069542,4.797698697,-0.044029371,0.001833333,-0.264002878,3,0,1,0,0,0,0,0,0
BR2009Q2,BR,2009-Q2,1/4/2009,-0.129769281,0.032450522,1.095937589,-0.013220064,0.312195482,0.015104672,-0.022029843,0.050466188,0.009758333,0.46312765,5.053711148,0.276688933,0.0018,-0.309678851,3,0,1,0,0,0,0,0,0
BR2009Q3,BR,2009-Q3,1/7/2009,-0.06518904,0.04279857,1.023610695,-0.012649304,0.34832923,0.047150598,-0.011626502,0.043078401,0.002833333,0.476079215,5.355239617,0.17041833,0.001566667,-0.258844548,3,0,1,0,0,0,0,0,0
BR2009Q4,BR,2009-Q4,1/10/2009,-0.029844321,0.0656759,0.98023528,-0.015438363,0.34626076,0.046205686,0.053243227,0.041451703,0.012641667,0.451077941,5.408978017,0.131202888,0.0012,-0.099599246,3,0,1,0,0,0,0,0,0
BR2010Q1,BR,2010-Q1,1/1/2010,-0.04698511,0.075396238,0.934442673,-0.022526076,0.389844214,0.020822338,0.092090875,0.047491793,0.011525,0.465848303,5.361439295,0.012882861,0.001333333,-0.135351828,3,0,1,0,0,0,0,0,0
BR2010Q2,BR,2010-Q2,1/4/2010,-0.024654815,0.06466242,0.947146684,-0.028511621,0.354852424,0.026353746,0.085177336,0.04979943,0.012775,0.476240049,4.87910673,-0.005352527,0.001933333,0.269851265,3,0,1,0,0,0,0,0,0
BR2010Q3,BR,2010-Q3,1/7/2010,-0.026298777,0.059369825,0.924323436,-0.034540449,0.395787535,0.038405876,0.069071596,0.044943249,0.02095,0.48719444,4.510019462,0.028179169,0.001866667,-0.083238314,3,0,1,0,0,0,0,0,0
BR2010Q4,BR,2010-Q4,1/10/2010,-0.024406891,0.113650055,0.995352765,-0.03571969,0.379953688,0.041787758,0.056893384,0.054303148,0.020133333,0.479546845,4.656471029,0.116662028,0.001866667,-0.228741017,3,0,1,0,0,0,0,0,0
BR2011Q1,BR,2011-Q1,1/1/2011,-0.032463703,0.024588025,0.963474212,-0.033490432,0.338720256,0.013140015,0.05195139,0.059237042,0.023891667,0.503797529,4.582464782,0.011357743,0.001566667,-0.037100908,3,0,1,0,0,0,0,0,0
BR2011Q2,BR,2011-Q2,1/4/2011,-0.03878024,0.105012638,0.951666202,-0.031294154,0.333173995,0.010333929,0.047005191,0.063838086,0.026425,0.494586908,3.828652333,0.025593823,0.000933333,-0.062765472,3,0,1,0,0,0,0,0,0
BR2011Q3,BR,2011-Q3,1/7/2011,-0.079981218,0.02250819,0.978918506,-0.028787553,0.323292267,0.009184398,0.035373449,0.068933901,0.023233333,0.533482569,3.782517994,-0.1118193,0.000833333,0.559270142,3,0,1,0,0,0,0,0,0
BR2011Q4,BR,2011-Q4,1/10/2011,-0.143231828,-0.005923842,0.971911233,-0.029171841,0.335832659,0.004503901,0.025679652,0.064886292,0.021558333,0.51785496,4.144145161,-0.1057626,0.000733333,-0.021284239,3,0,1,0,0,0,0,0,0
BR2012Q1,BR,2012-Q1,1/1/2012,-0.123365607,-0.037635959,0.940524131,-0.029627651,0.339526532,0.01529618,0.01707114,0.05606312,0.022525,0.527819473,4.642741468,0.097061938,0.001033333,-0.497536352,3,0,1,0,0,0,0,0,0
BR2012Q2,BR,2012-Q2,1/4/2012,-0.193166641,-0.029902878,0.890984209,-0.03137972,0.327461949,0.000838435,0.009864022,0.048815092,0.018941667,0.544504538,4.905307737,-0.063658214,0.001533333,0.095873273,3,0,1,0,0,0,0,0,0
BR2012Q3,BR,2012-Q3,1/7/2012,-0.205337366,-0.034364911,0.959938124,-0.031547284,0.315708782,0.012035601,0.024854247,0.051077635,0.015883333,0.569178206,5.167711026,-0.001918904,0.001433333,-0.21295597,3,0,1,0,0,0,0,0,0
BR2012Q4,BR,2012-Q4,1/10/2012,-0.206329374,0.051347539,0.911564387,-0.033984146,0.33940516,0.008934387,0.024829418,0.054564672,0.018133333,0.558818089,5.685370479,0.049088791,0.0016,0.034011145,3,0,1,0,0,0,0,0,0
BR2013Q1,BR,2013-Q1,1/1/2013,-0.157486504,-0.053015772,0.829207999,-0.035408804,0.37416536,0.017761388,0.027214824,0.06158855,0.014725,0.567161466,5.691003473,0.047757513,0.001433333,-0.213883882,3,0,1,0,0,0,0,0,0
BR2013Q2,BR,2013-Q2,1/4/2013,-0.159508474,0.059815483,0.852641274,-0.033770016,0.328576746,0.014533432,0.040221696,0.063581579,0.014075,0.570846548,5.013148941,-0.053428101,0.001166667,0.092438479,3,0,1,0,0,0,0,0,0
BR2013Q3,BR,2013-Q3,1/7/2013,-0.214483552,-0.064301271,0.842370057,-0.035721631,0.325265541,0.036077431,0.027589369,0.058954353,0.011516667,0.589821078,4.74567302,-0.048169691,0.000833333,-0.038288094,3,0,1,0,0,0,0,0,0
BR2013Q4,BR,2013-Q4,1/10/2013,-0.194439797,0.100617382,0.905650441,-0.03225678,0.318471101,-0.001125757,0.025281067,0.056768243,0.0138,0.569910846,4.763742378,0.055016306,0.000866667,-0.003288035,3,0,1,0,0,0,0,0,0
BR2014Q1,BR,2014-Q1,1/1/2014,-0.174390998,-0.101083099,0.81908132,-0.034216347,0.343658128,0.024798727,0.034677555,0.056444676,0.01205,0.586488933,4.552687143,-0.054053764,0.000733333,0.041024735,3,0,1,0,0,0,0,0,0
BR2014Q2,BR,2014-Q2,1/4/2014,-0.106013014,0.042408223,0.850093904,-0.035434323,0.330421405,0.031015378,-0.004366015,0.061967871,0.009991667,0.607015925,4.628329593,0.067642813,0.000933333,-0.151965184,3,0,1,0,0,0,0,0,0
BR2014Q3,BR,2014-Q3,1/7/2014,-0.108642493,-0.006239672,0.845829883,-0.035967448,0.353742549,0.019533733,-0.006387205,0.063795867,0.005375,0.596021067,4.428398773,0.040626919,0.0009,0.02591315,3,0,1,0,0,0,0,0,0
BR2014Q4,BR,2014-Q4,1/10/2014,-0.150443613,-0.122618707,0.790683624,-0.041236962,0.37167139,-0.0051907,-0.002257329,0.063126965,-0.0034,0.594270616,4.379081394,-0.08325665,0.001,0.206577276,3,0,1,0,0,0,0,0,0
BR2015Q1,BR,2015-Q1,1/1/2015,-0.189437364,-0.046318233,0.801146784,-0.040956353,0.391130116,0.033775864,-0.016129606,0.073794681,-0.004816667,0.601656677,4.128718441,-0.013043232,0.0011,0.030177176,3,0,1,0,0,0,0,0,0
BR2015Q2,BR,2015-Q2,1/4/2015,-0.211182145,0.016763279,0.914349291,-0.040536973,0.376171037,0.020761613,-0.027349576,0.081708855,-0.006508333,0.625994792,3.960928204,0.047440356,0.001233333,-0.186954352,3,0,1,0,0,0,0,0,0
BR2015Q3,BR,2015-Q3,1/7/2015,-0.268206353,-0.07080114,0.960974828,-0.03802984,0.363485101,-0.018196046,-0.042632892,0.090986881,-0.003816667,0.638093901,3.708611166,-0.166677436,0.001366667,0.34016269,3,0,1,0,0,0,0,0,0
BR2015Q4,BR,2015-Q4,1/10/2015,-0.284893196,0.000476068,1.031213539,-0.029943637,0.365737085,-0.003156026,-0.055307581,0.098584554,-0.018908333,0.618679318,3.938821241,-0.037677352,0.0016,-0.125316378,3,0,1,0,0,0,0,0,0
BR2016Q1,BR,2016-Q1,1/1/2016,-0.237859513,0.000123626,1.093442311,-0.022220879,0.320850972,-0.017633467,-0.051637509,0.096616266,-0.022066667,0.609725715,4.133192773,-0.089947916,0.0036,0.184583778,3,0,1,0,0,0,0,0,0
BR2016Q2,BR,2016-Q2,1/4/2016,-0.151945059,0.033093264,1.068633209,-0.016488774,0.329576976,-0.00697217,-0.03240268,0.087520449,-0.024,0.584561636,4.291035797,0.078275404,0.003733333,-0.267626036,3,0,1,0,0,0,0,0,0
BR2016Q3,BR,2016-Q3,1/7/2016,-0.058846104,-0.043349015,1.064827396,-0.013360838,0.307090352,-0.014205791,-0.024523686,0.083681796,-0.03035,0.6087648,4.310339561,0.080728121,0.003966667,-0.169344702,3,0,1,0,0,0,0,0,0
BR2016Q4,BR,2016-Q4,1/10/2016,-0.040072339,0.003161699,1.050805029,-0.013390774,0.303673563,-0.007690363,-0.022144327,0.068074418,-0.024466667,0.548211721,4.513083942,-0.011717833,0.0045,0.063246248,3,0,1,0,0,0,0,0,0
BR2017Q1,BR,2017-Q1,1/1/2017,0.009090938,0.238928333,1.157501862,-0.011476978,0.284565747,-0.009581997,0.003895951,0.047769106,-0.024383333,0.567390202,5.166611243,0.054924562,0.007,-0.18712911,3,0,1,0,0,0,0,0,0
BR2017Q2,BR,2017-Q2,1/4/2017,-0.033395356,-0.035889879,1.173610391,-0.008795697,0.269247119,-0.001505995,0.00879417,0.03495622,-0.027325,0.553552994,5.523424261,0.069409788,0.0095,-0.022977307,3,0,1,0,0,0,0,0,0
BR2017Q3,BR,2017-Q3,1/7/2017,-0.046548791,-0.053434009,1.090576021,-0.007755247,0.268875818,0.005627035,0.016347336,0.025357668,-0.024741667,0.577481025,5.964505048,0.072793177,0.011533333,-0.043104555,3,0,1,0,0,0,0,0,0
BR2017Q4,BR,2017-Q4,1/10/2017,-0.084975518,0.010685403,1.047618432,-0.007280675,0.27649952,-0.004971567,0.023816693,0.027787415,-0.017783333,0.524999342,7.303503853,0.051645593,0.012033333,-0.059903334,3,0,1,0,0,0,0,0,0
BR2018Q1,BR,2018-Q1,1/1/2018,-0.117735431,0.169294394,1.104246852,-0.011027747,0.268834948,0.008455543,0.01454713,0.02755138,-0.0168,0.545487823,7.355887144,0.068418699,0.014466667,0.520952347,3,0,1,0,0,0,0,0,0
BR2018Q2,BR,2018-Q2,1/4/2018,-0.187244896,-0.077993778,1.081527761,-0.014509251,0.248223616,-0.004550218,0.010530038,0.032816467,-0.013783333,0.532934493,6.164233364,-0.056327826,0.017366667,-0.12356567,3,0,1,0,0,0,0,0,0
BR2018Q3,BR,2018-Q3,1/7/2018,-0.215325994,0.009914104,1.004768599,-0.019270475,0.261548755,0.001337843,0.015370855,0.043071867,-0.013683333,0.569151433,5.614696419,-0.077347732,0.019233333,-0.17642598,3,0,1,0,0,0,0,0,0
BR2018Q4,BR,2018-Q4,1/10/2018,-0.163254619,0.053746907,1.08879938,-0.021947198,0.270993947,-0.020125063,0.012228773,0.040328374,-0.016733333,0.540104635,,-0.07459934,0.0222,0.49319915,3,0,1,0,0,0,0,0,0
CL1994Q3,CL,1994-Q3,1/7/1994,-0.084318706,0.158070759,1.076152633,-0.040685155,0.539431324,0.029401486,0.05281843,0.106955909,0.040446214,0.475308165,1.330505608,0.121183467,0.044866667,-0.147988104,4,0,0,1,0,0,0,0,0
CL1994Q4,CL,1994-Q4,1/10/1994,-0.081397673,0.093977273,1.147499715,-0.007090722,0.508802871,0.023008669,0.062140066,0.083417424,0.043594142,0.469915269,1.418792728,-0.000264612,0.051666667,0.198779157,4,0,0,1,0,0,0,0,0
CL1995Q1,CL,1995-Q1,1/1/1995,-0.078550374,0.087731796,1.102237348,0.020087029,0.462351125,-0.001124164,0.088990113,0.081205783,0.046895588,0.469357569,1.390160373,-0.216037007,0.0581,-0.241535429,4,0,0,1,0,0,0,0,0
CL1995Q2,CL,1995-Q2,1/4/1995,-0.046273571,0.029337514,1.076185031,-0.010167485,0.408256273,-0.00879466,0.104791902,0.074895374,0.048556068,0.459057301,1.316583571,0.056950757,0.0602,0.016370458,4,0,0,1,0,0,0,0,0
CL1995Q3,CL,1995-Q3,1/7/1995,-0.043050464,0.060366591,1.038687182,-0.046639902,0.476354652,-0.005448111,0.114833829,0.079799625,0.04584833,0.474060946,1.230397269,0.034269188,0.057966667,0.022900143,4,0,0,1,0,0,0,0,0
CL1995Q4,CL,1995-Q4,1/10/1995,-0.088484645,0.013967626,1.034457924,-0.030550804,0.52659829,0.017696952,0.11699493,0.080513937,0.041085194,0.492099886,1.400625224,-0.063703952,0.0572,0.033660573,4,0,0,1,0,0,0,0,0
CL1996Q1,CL,1996-Q1,1/1/1996,-0.079422618,-0.0421578,0.958146577,-0.007928744,0.555166622,0.042231641,0.089384958,0.075676358,0.035029061,0.500407358,1.325035888,0.079958873,0.053633333,0.177051423,4,0,0,1,0,0,0,0,0
CL1996Q2,CL,1996-Q2,1/4/1996,-0.068075064,0.093198972,1.030642512,-0.012825707,0.54340065,0.03988938,0.097565065,0.080758229,0.035132557,0.504020536,1.224996869,0.023005937,0.052433333,0.061089601,4,0,0,1,0,0,0,0,0
CL1996Q3,CL,1996-Q3,1/7/1996,-0.082630563,-0.057160718,0.953495034,-0.061424756,0.526176705,0.030301523,0.085916505,0.065493858,0.032954058,0.518325944,1.346342935,-0.033931914,0.053066667,0.024750855,4,0,0,1,0,0,0,0,0
CL1996Q4,CL,1996-Q4,1/10/1996,-0.096968585,0.001411063,0.866780223,-0.074919387,0.525093454,0.021809995,0.142885441,0.062639349,0.034535435,0.531577325,1.287181429,-0.012780023,0.0528,0.02517811,4,0,0,1,0,0,0,0,0
CL1997Q1,CL,1997-Q1,1/1/1997,-0.06471798,0.120931664,1.043346547,0.021652512,0.481080377,0.00957982,0.055841592,0.067244113,0.032311784,0.535617383,1.27279216,0.082836862,0.052766667,0.146275844,4,0,0,1,0,0,0,0,0
CL1997Q2,CL,1997-Q2,1/4/1997,-0.063083367,-0.046210395,0.965871297,-0.028480475,0.456450853,-0.002044366,0.068049361,0.054326599,0.029088933,0.53795267,1.413354658,0.01736781,0.055233333,0.000324741,4,0,0,1,0,0,0,0,0
CL1997Q3,CL,1997-Q3,1/7/1997,-0.048087471,-0.010713055,0.909919902,-0.071236564,0.517624581,0.010099709,0.081414464,0.055638872,0.027043519,0.552756623,1.306467548,0.010918377,0.055333333,0.119194598,4,0,0,1,0,0,0,0,0
CL1997Q4,CL,1997-Q4,1/10/1997,-0.056540534,0.01685478,0.824395173,-0.090910011,0.598125559,0.021701986,0.090993593,0.061047776,0.020322494,0.574713723,1.256848922,-0.199590027,0.055066667,0.18818467,4,0,0,1,0,0,0,0,0
CL1998Q1,CL,1998-Q1,1/1/1998,-0.085741105,-0.05414905,0.829722202,-0.037775714,0.612559018,0.032665083,0.078804561,0.05445814,0.01587869,0.584190632,1.393898813,-0.073928094,0.0552,-0.239391668,4,0,0,1,0,0,0,0,0
CL1998Q2,CL,1998-Q2,1/4/1998,-0.097593624,0.016935976,0.869304783,-0.050526608,0.637251395,0.035203877,0.070790614,0.052458057,0.007776569,0.592923024,1.281147755,-0.02622208,0.055,0.009785475,4,0,0,1,0,0,0,0,0
CL1998Q3,CL,1998-Q3,1/7/1998,-0.117105036,-0.043141735,0.875220622,-0.074475089,0.607545915,0.058879179,0.041278514,0.049432665,-0.00076588,0.595110952,1.381200493,-0.28536146,0.055333333,0.323240554,4,0,0,1,0,0,0,0,0
CL1998Q4,CL,1998-Q4,1/10/1998,-0.12865334,-0.001656179,0.994012807,-0.028989911,0.540037182,-0.001425177,-0.012910811,0.043262785,-0.003439559,0.60169739,1.342134588,-0.035352645,0.0486,-0.007236841,4,0,0,1,0,0,0,0,0
CL1999Q1,CL,1999-Q1,1/1/1999,-0.134616406,0.025455451,1.05455565,0.026010667,0.603209501,-0.017545641,-0.025307778,0.037462297,-0.00847092,0.606533676,1.539036037,0.070736885,0.047333333,-0.080494276,4,0,0,1,0,0,0,0,0
CL1999Q2,CL,1999-Q2,1/4/1999,-0.124133291,0.004785677,1.075524596,-0.003031209,0.620582215,-0.009960346,-0.035867233,0.038441696,-0.004993606,0.612012376,1.402120638,0.219452024,0.047466667,-0.110754821,4,0,0,1,0,0,0,0,0
CL1999Q3,CL,1999-Q3,1/7/1999,-0.162557157,0.029152274,1.10161023,-0.0185357,0.549337856,0.016092941,-0.008077273,0.031389602,0.002896357,0.617075994,1.545337348,0.064433246,0.050933333,-0.045062804,4,0,0,1,0,0,0,0,0
CL1999Q4,CL,1999-Q4,1/10/1999,-0.186568247,0.059347628,1.110949233,0.000513026,0.460710304,0.005128944,0.052692386,0.024219548,0.00157306,0.610606184,1.44242321,0.052649486,0.053066667,-0.028812759,4,0,0,1,0,0,0,0,0
CL2000Q1,CL,2000-Q1,1/1/2000,-0.123779202,0.055935286,1.091788307,0.033978791,0.570542352,-0.001255114,0.062611416,0.031455382,0.005475346,0.603778805,1.440542909,0.171463047,0.056766667,0.02148309,4,0,0,1,0,0,0,0,0
CL2000Q2,CL,2000-Q2,1/4/2000,-0.106824806,-0.060885242,0.993548355,-0.02672571,0.58145662,0.01920093,0.061260756,0.035638061,0.007374021,0.601593228,1.534148875,-0.128554071,0.062733333,0.073821427,4,0,0,1,0,0,0,0,0
CL2000Q3,CL,2000-Q3,1/7/2000,-0.144029595,0.090922529,1.105411266,-0.027384869,0.673343536,0.044314406,0.054573567,0.038856623,0.005640375,0.594988257,1.842392912,-0.052532162,0.0652,-0.262533046,4,0,0,1,0,0,0,0,0
CL2000Q4,CL,2000-Q4,1/10/2000,-0.142094081,-0.031404824,1.060817844,-0.027658225,0.650153297,0.016993586,0.036109758,0.044706742,0.008330214,0.610988502,1.691805023,-0.18733804,0.064733333,0.305440483,4,0,0,1,0,0,0,0,0
CL2001Q1,CL,2001-Q1,1/1/2001,-0.137978022,-0.007148006,0.990204552,-0.009286696,0.640800988,-0.001319253,0.036486526,0.039272984,0.006447828,0.604981938,2.431664089,-0.003438823,0.055933333,-0.01121765,4,0,0,1,0,0,0,0,0
CL2001Q2,CL,2001-Q2,1/4/2001,-0.151021546,-0.012807945,1.057663881,-0.008888401,0.587381118,0.02057488,0.043460349,0.035396602,0.000113244,0.615656267,1.743852422,-0.080714401,0.043266667,-0.072645531,4,0,0,1,0,0,0,0,0
